x,y,u,f
3.382783834086708019e+00,1.116067118476740117e+00,1.000000000000000000e+02,4.209422430987094543e+01
5.341596293629570447e+00,1.639996524040662873e+00,2.800000000000000000e+02,1.577517454219213846e+02
3.790052876712849184e+00,7.311215304121655656e+00,2.050000000000000000e+02,5.823226927609477599e+01
1.238300055091898777e+00,3.171281957701254761e+00,1.150000000000000000e+02,3.136937118603835728e+00
5.622699433992198514e+00,8.805787021721783958e+00,2.200000000000000000e+02,1.833829305708954962e+02
3.215318276967878752e+00,4.493489736879165974e+00,3.500000000000000000e+01,3.645550484891838039e+01
4.713378806134786991e+00,1.175814394594880685e+00,2.200000000000000000e+02,1.094260340681259862e+02
8.409098232709661502e+00,4.269564200639441864e+00,2.900000000000000000e+02,6.030411159794043670e+02
6.210565367536950099e+00,3.431254019066585670e+00,1.550000000000000000e+02,2.457589589521689959e+02
8.944340643866970808e+00,1.750947958838626750e+00,2.050000000000000000e+02,7.245022748181947918e+02
4.418908350893621773e+00,5.372182467705645337e+00,1.750000000000000000e+02,9.070582131106866086e+01
3.535802194514324981e+00,1.786119315908929472e+00,2.500000000000000000e+01,4.772818166783366678e+01
7.762776918065970477e+00,2.829798413758698672e+00,5.500000000000000000e+01,4.755524536912667486e+02
5.427847327499795149e+00,8.414237565418499543e+00,8.000000000000000000e+01,1.653405172025014735e+02
4.128401927594273602e+00,2.550243094839784508e+00,1.300000000000000000e+02,7.449190332690733385e+01
8.955372114388406857e+00,4.641040075588147573e+00,2.150000000000000000e+02,7.271644649734674886e+02
6.669721033485066286e+00,1.626760124672235852e+00,5.000000000000000000e+00,3.033708990257446771e+02
4.750106077906611546e+00,2.465560290294849022e+00,2.000000000000000000e+01,1.119320081232131230e+02
9.413411557875907221e+00,6.798699399664068999e+00,2.350000000000000000e+02,8.435576203352733273e+02
9.783897259080806208e+00,8.314685218810852874e+00,5.000000000000000000e+01,9.463439985415691353e+02
5.295244863750162345e+00,5.363583004788356590e+00,9.500000000000000000e+01,1.537718661812034497e+02
7.219471162509869089e+00,6.399670151700484588e+00,1.850000000000000000e+02,3.835038194609882112e+02
6.241217197276397677e+00,4.674310536568188290e+00,9.500000000000000000e+01,2.493540078056185791e+02
6.261637487842008021e+00,5.748845735288089287e+00,2.950000000000000000e+02,2.517685676837005815e+02
3.013480929602047276e+00,7.167651425880920968e+00,2.350000000000000000e+02,3.037910290353984877e+01
8.281326436464945928e+00,4.368777708215167976e+00,1.600000000000000000e+02,5.762177681244397718e+02
9.635414823814938856e+00,5.362804475490712264e+00,2.350000000000000000e+02,9.041990637093751957e+02
8.056403549983595980e+00,7.927520016191566654e+00,1.100000000000000000e+02,5.309624186638608307e+02
1.768617165325654383e+00,1.990852521899983296e+00,2.350000000000000000e+02,7.300651913990698461e+00
9.649960744608520713e+00,4.666294709675209873e+00,2.150000000000000000e+02,9.082711029665357501e+02
2.875477467797335152e+00,6.444174724004557930e+00,4.000000000000000000e+01,2.665103921229678363e+01
3.019889737374311878e+00,2.071139138280073233e+00,1.400000000000000000e+02,3.056084401079196056e+01
9.353529911047552048e+00,9.609739722985114696e+00,1.850000000000000000e+02,8.276800352740272047e+02
4.901356343549082339e+00,5.682891977261354199e+00,1.750000000000000000e+02,1.226480733687363767e+02
4.691396362468852388e+00,8.083765007353463261e+00,2.800000000000000000e+02,1.079452767767965469e+02
1.501740881775759373e-01,8.783155801726808320e+00,2.950000000000000000e+02,1.535606689880870679e-01
2.239383221764374099e+00,1.392988905092251262e+00,1.300000000000000000e+02,1.347031207099245798e+01
6.680262023953894790e+00,4.111738354986368194e+00,1.900000000000000000e+02,3.047930042969132387e+02
6.429803235633094971e+00,4.406884996195866044e+00,2.300000000000000000e+02,2.722531247307703097e+02
8.600909050358712449e+00,5.226023111491159057e+00,2.450000000000000000e+02,6.448586225260388574e+02
7.652469191421836570e+00,7.364616666614150375e+00,2.300000000000000000e+02,4.557832449007927380e+02
2.235098467361047447e+00,4.248314369498899623e+00,3.500000000000000000e+01,1.340007507876295634e+01
6.844888126094605951e+00,3.777913001440321494e+00,7.000000000000000000e+01,3.275451440295903467e+02
4.934955142333519618e+00,2.290427173215670020e+00,7.000000000000000000e+01,1.251205736901980288e+02
5.616195346035684821e+00,9.403526712201594862e+00,5.000000000000000000e+00,1.827602631370686197e+02
9.849599126139077399e+00,6.765311055749595681e+00,1.900000000000000000e+02,9.654045498090919182e+02
9.298376569969226679e+00,8.909814287089965035e+00,1.750000000000000000e+02,8.132342184112916357e+02
7.932775153484494801e-01,9.379029581618420153e+00,1.150000000000000000e+02,1.292478186834167264e+00
3.692626657155154923e+00,8.240584884118444364e+00,8.500000000000000000e+01,5.404340501773320682e+01
5.844931471226433306e-01,5.848750648548744380e+00,2.500000000000000000e+01,7.839708838138127467e-01
3.376578121645668062e+00,8.858482926127567936e+00,1.700000000000000000e+02,4.187389041426894210e+01
5.812080722317421788e+00,2.132412891052052117e+00,2.150000000000000000e+02,2.021456049765629359e+02
4.777498092090985971e+00,1.704713809847583805e+00,2.600000000000000000e+02,1.138216971514192863e+02
8.057961257743167849e+00,8.454678917528235971e+00,1.750000000000000000e+02,5.312673451775208378e+02
1.518918164488357592e+00,3.946908672583245625e+00,1.600000000000000000e+02,5.023280192437384883e+00
2.754927377005499167e+00,9.016591072861885436e+00,1.100000000000000000e+02,2.366379314451680571e+01
5.075029267558210044e+00,4.602923855819504695e+00,9.500000000000000000e+01,1.357870388621449820e+02
2.786402857330589899e+00,9.132703787428848585e+00,1.750000000000000000e+02,2.442014832266997360e+01
1.189610757918171391e+00,2.850349212279470024e+00,8.000000000000000000e+01,2.873481156670402825e+00
1.531908129245413974e+00,2.856968846337619716e+00,1.850000000000000000e+02,5.126784481895235501e+00
1.544508139605653696e+00,5.883616005740488930e+00,7.000000000000000000e+01,5.228962522983103156e+00
9.324308817168502017e+00,7.706667538339614154e+00,2.300000000000000000e+02,8.200052193152544078e+02
2.418114962493564946e+00,2.435470952426189495e+00,2.350000000000000000e+02,1.655737453135126103e+01
1.921794408308367119e+00,6.158216809045369722e+00,5.000000000000000000e+00,9.019518189199287050e+00
4.756747415011398417e+00,2.778357600571323083e+00,1.700000000000000000e+02,1.123861279266428141e+02
7.786025609283201199e+00,4.657328403307252174e+00,1.750000000000000000e+02,4.797919659576763252e+02
7.609908441313252503e+00,9.379950751066205683e+00,2.750000000000000000e+02,4.483050824557975034e+02
8.801420809504501008e-01,4.790855686741364750e+00,2.950000000000000000e+02,1.561934259369311739e+00
2.293338057639683569e+00,8.798150644945279097e+00,5.000000000000000000e+00,1.435491700691373040e+01
6.776399723223887506e+00,9.454597024921822523e+00,2.000000000000000000e+01,3.179459210591306260e+02
4.787829700439205638e-01,2.095452442294063466e+00,1.400000000000000000e+02,5.888902497832020355e-01
5.094929958993143160e+00,7.069496689875641060e+00,1.250000000000000000e+02,1.373507049849046950e+02
5.110288267535343820e+00,1.323253355126571940e+00,2.050000000000000000e+02,1.385652194155865686e+02
9.180527937488769386e-01,7.574130772822448954e+00,2.650000000000000000e+02,1.691806210948306965e+00
9.135832257316963023e+00,8.212951455870445727e+00,5.000000000000000000e+01,7.716437420123140782e+02
3.393911807022448102e+00,1.093478174621048904e+00,4.000000000000000000e+01,4.249730821282341253e+01
6.167339643396254623e+00,8.731950506783325849e+00,2.600000000000000000e+02,2.407487533033182672e+02
6.137208246497093178e+00,7.310507257694792926e+00,1.550000000000000000e+02,2.372971501215909029e+02
4.323066757325895182e+00,3.950781109495999921e+00,5.000000000000000000e+01,8.511675457104418285e+01
9.122442580182818617e+00,5.994154673386564269e+00,6.500000000000000000e+01,7.682825918974372144e+02
1.464716646326105209e+00,2.207215326032970548e+00,2.350000000000000000e+02,4.606941806951613927e+00
6.436386877088141389e+00,5.461788720194524771e+00,6.500000000000000000e+01,2.730770373314605877e+02
9.480718179275752888e+00,4.007207832765356414e+00,8.000000000000000000e+01,8.616458686422081428e+02
1.236259084649118378e+00,2.504050995045307371e+00,2.500000000000000000e+02,3.125797014701323651e+00
6.546550929202438418e+00,2.156814465427412397e+00,2.650000000000000000e+02,2.871140819919129399e+02
1.262318860885514038e-01,3.237975785619875424e+00,2.300000000000000000e+02,1.283056285171994548e-01
4.972312856338100495e+00,1.070660608911000899e+00,2.900000000000000000e+02,1.279076733780232615e+02
3.291510756353067890e+00,8.801044189303109277e+00,1.400000000000000000e+02,3.895188045421591738e+01
6.737743444773237833e+00,6.151317976627183270e+00,8.000000000000000000e+01,3.126123541596817290e+02
4.532663299103458776e+00,4.395358016502811438e+00,5.000000000000000000e+01,9.765658811884296142e+01
2.285431806600279891e+00,4.100003046924771688e+00,2.350000000000000000e+02,1.422267021787208563e+01
8.784776993023612590e+00,2.056770304797465698e+00,1.100000000000000000e+02,6.867267880226547732e+02
4.632517729510680304e+00,6.367028740198181325e+00,1.750000000000000000e+02,1.040473659840623810e+02
4.660833443323369352e+00,7.198867553724532797e+00,2.200000000000000000e+02,1.059098365691946526e+02
3.776567531032160030e+00,6.377154292458257601e+00,5.000000000000000000e+01,5.763974602360305965e+01
4.275512937976865047e+00,2.980601912861893688e+00,2.200000000000000000e+02,8.243202079337142152e+01
6.936525646376463072e+00,9.396827413830679987e+00,1.150000000000000000e+02,3.406901484819265988e+02
8.836270706014207832e+00,4.753499419050418950e+00,1.400000000000000000e+02,6.987694845715967631e+02
4.408029151953869018e+00,9.084475206432546912e+00,6.500000000000000000e+01,9.005921276624845007e+01
4.171818488696520610e+00,9.066897191113893584e+00,1.850000000000000000e+02,7.677843718205390644e+01
4.186175267423790203e+00,4.072800671446319853e+00,1.850000000000000000e+02,7.754494107017252702e+01
1.337622001979480446e+00,9.967818928928387834e+00,2.950000000000000000e+02,3.730938865180677855e+00
6.628163394049371604e+00,3.790292095878277312e+00,1.100000000000000000e+02,2.978203722874384880e+02
2.254250697147488491e+00,6.674838749915173786e+00,2.900000000000000000e+02,1.370955674115459466e+01
7.090789393264494755e+00,7.866615072528095887e+00,9.500000000000000000e+01,3.636106736837930953e+02
7.867494248526798017e+00,9.506832601390838633e+00,2.750000000000000000e+02,4.948454499433840397e+02
6.711363597878753140e+00,4.755864196585984693e+00,1.900000000000000000e+02,3.090073133899330173e+02
2.243368268196438642e+00,7.422141352773789613e+00,2.600000000000000000e+02,1.353357123949501783e+01
6.431998513388648142e-01,7.534318477849259565e+00,4.000000000000000000e+01,9.093117216270928393e-01
4.613650481604866016e+00,6.104140433569842372e+00,2.050000000000000000e+02,1.028187529782444756e+02
1.037843207803009760e+00,4.660229008558921748e+00,1.100000000000000000e+02,2.155760775253856565e+00
9.163766022682089840e+00,8.350487375069629792e+00,2.800000000000000000e+02,7.786874233014302717e+02
5.523726477789869804e-02,1.260563889415472039e+00,2.500000000000000000e+02,5.581504934041654070e-02
9.830782159644119389e+00,3.182851868806511497e+00,2.950000000000000000e+02,9.599195751640751268e+02
8.215813420393297761e+00,4.266255262660122227e+00,2.600000000000000000e+02,5.627798714980465320e+02
1.102688674350043030e+00,9.574693994196518787e+00,2.350000000000000000e+02,2.443472329679915234e+00
3.347627619945253485e+00,6.451312409879057519e+00,1.400000000000000000e+02,4.086319161131256550e+01
3.701322932779457453e+00,7.915604205928473469e+00,1.850000000000000000e+02,5.440867446385977502e+01
7.505345586675149505e+00,1.054998700643355214e+00,2.150000000000000000e+02,4.302824589512870830e+02
8.742635308818581308e+00,2.207102509252624856e+00,1.000000000000000000e+01,6.769761520727093966e+02
5.671925538288924429e-01,3.450092710727215461e+00,5.000000000000000000e+00,7.492501830193536438e-01
3.379010403886564262e+00,4.205667533390286650e+00,1.850000000000000000e+02,4.195954518490875529e+01
5.449249949567860796e+00,4.163416589409465018e+00,3.500000000000000000e+01,1.672601488292495162e+02
5.837311269626495935e+00,1.123955100805653640e+00,1.700000000000000000e+02,2.047397759047342447e+02
7.342456483501347275e-01,9.380826324216297252e+00,5.000000000000000000e+01,1.130091028156273270e+00
3.426833197999339387e+00,8.657271550613986122e+00,2.200000000000000000e+02,4.366877232482366367e+01
8.430500597288284936e+00,8.630880881003418992e+00,3.500000000000000000e+01,6.076143282926979055e+02
9.517218724610556180e+00,5.515197143777547772e+00,5.000000000000000000e+00,8.715625910300992700e+02
6.744348299257399759e+00,1.859200975293626268e+00,5.000000000000000000e+01,3.135217722029175320e+02
5.865298695796653305e+00,5.069137202196918324e+00,5.500000000000000000e+01,2.076416352167816797e+02
1.587185444723305805e+00,4.690504949569801241e+00,2.000000000000000000e+02,5.585572919604677722e+00
4.309247928104026570e+00,4.623242127613738539e+00,4.000000000000000000e+01,8.433063227573272513e+01
1.610341602610620981e-01,2.847329220140225381e+00,1.700000000000000000e+02,1.653414979475368030e-01
4.170755307220920471e+00,7.127972200175387130e+00,1.450000000000000000e+02,7.672187511846503583e+01
9.008749924624909866e+00,3.744815044070922028e+00,2.500000000000000000e+01,7.401353772422617112e+02
9.005202991638959986e+00,6.255933335584757060e+00,2.150000000000000000e+02,7.392702577280724654e+02
8.350342689740504198e+00,2.344944079703496165e+00,2.750000000000000000e+02,5.906047759075377144e+02
7.849385186008732695e+00,2.956433501418272769e+00,1.900000000000000000e+02,4.914724630985443241e+02
1.578573856788747509e+00,4.577558877350842437e+00,2.000000000000000000e+01,5.512559266236912947e+00
3.208576091850827705e+00,7.911424457473665406e+00,2.950000000000000000e+02,3.624073989861000911e+01
2.366649258249412746e+00,2.987238380496069379e+00,2.900000000000000000e+02,1.562238132102618593e+01
2.556770492201919431e+00,2.034839569128572556e+00,2.500000000000000000e+01,1.926132661552959391e+01
9.949662294114729022e+00,3.972732898249286215e+00,2.750000000000000000e+02,9.949242151135157428e+02
5.639434534978560176e-01,2.987252787717139313e+00,2.900000000000000000e+02,7.433572574717561832e-01
3.490172138447071859e+00,2.258424968774910280e+00,2.350000000000000000e+02,4.600484955039471657e+01
5.709909759520384931e+00,1.414982859731494402e+00,2.900000000000000000e+02,1.918707911106489803e+02
7.770562838754382362e+00,5.490718302790084770e+00,1.700000000000000000e+02,4.769699531918773800e+02
3.294671286609004213e+00,8.707072527381363614e+00,8.500000000000000000e+01,3.905786223247235256e+01
2.488763618305914527e+00,4.270717622942905578e+00,1.150000000000000000e+02,1.790397494917391441e+01
7.249269990066791181e+00,6.230409284040715256e+00,7.000000000000000000e+01,3.882123086118051560e+02
5.000596697371078037e+00,3.985645088876081488e+00,2.900000000000000000e+02,1.300453770449399826e+02
6.209107861349267843e+00,9.767441357937391544e+00,1.550000000000000000e+02,2.455889699707476836e+02
7.954637687480479613e+00,4.455202699007179135e+00,1.150000000000000000e+02,5.112943228326619760e+02
2.947177506383424017e+00,1.329573164066472746e+00,2.000000000000000000e+01,2.855480017381274394e+01
6.465664047841271689e+00,2.085263567549035635e+00,2.900000000000000000e+02,2.767616831576946765e+02
4.940299075909013737e+00,7.714986622824588025e+00,1.900000000000000000e+02,1.255159808727970159e+02
9.843600592741704958e+00,6.788117999994781826e+00,2.750000000000000000e+02,9.636537745409710851e+02
8.984964183299480212e+00,8.544093522319020195e+00,2.750000000000000000e+02,7.343373611195702324e+02
8.972888320256259931e+00,6.816690263224559843e+00,4.000000000000000000e+01,7.314046095855800331e+02
3.975764951718190332e+00,2.516403898135462391e+00,2.950000000000000000e+02,6.681941963969299536e+01
7.486710918770346446e+00,6.384516560102073690e+00,1.600000000000000000e+02,4.271231537232545179e+02
4.641683589274000710e+00,4.837639121815237253e+00,2.500000000000000000e+02,1.046478195022715596e+02
1.703958698495607882e+00,6.965092143956204573e+00,9.500000000000000000e+01,6.651356011197716356e+00
9.002751624037300004e+00,7.130408304797457575e+00,2.600000000000000000e+02,7.386716018199808786e+02
7.874182557781781000e+00,2.117922849215129411e+00,2.800000000000000000e+02,4.960953154896588444e+02
9.777776953409034189e-01,7.998645861538706825e+00,2.600000000000000000e+02,1.912581763663852685e+00
7.682025389161720952e+00,8.121613072935188526e+00,1.450000000000000000e+02,4.610253380346176186e+02
1.685067338239234491e+00,8.287088419499283987e+00,2.300000000000000000e+02,6.469735451065631970e+00
4.711992057371150455e-01,6.020121785184064933e+00,1.000000000000000000e+02,5.758299175213267285e-01
2.102642512002538489e+00,8.960734375570286403e+00,1.150000000000000000e+02,1.139864647848302681e+01
9.765775347922474481e+00,4.198477122616585788e+00,4.000000000000000000e+01,9.411318207984401170e+02
8.626291718348333859e+00,7.163182924504261528e+00,2.500000000000000000e+02,6.505337518428270869e+02
7.361067654125060145e+00,5.161435543665533032e+00,1.600000000000000000e+02,4.062228659995009821e+02
5.823880920547328088e+00,3.240639138827337451e+00,2.450000000000000000e+02,2.033558224219154624e+02
3.650977455913351211e-01,5.794508235482163094e+00,2.800000000000000000e+02,4.137678158170768894e-01
6.207967651105784412e+00,7.684253142936794845e+00,5.000000000000000000e+01,2.454559856176561823e+02
6.792419513586384738e+00,3.709616214870943285e+00,2.950000000000000000e+02,3.201739969061353577e+02
4.111079456974831015e-01,7.964186928937682097e+00,6.500000000000000000e+01,4.805860763590585338e-01
8.750025028523749526e+00,3.992110188356984501e+00,2.600000000000000000e+02,6.786776742774168270e+02
7.466205889549508257e+00,3.971513114364899621e+00,2.350000000000000000e+02,4.236640779096505867e+02
8.650840024068551237e-01,4.816174322816841880e+00,2.500000000000000000e+01,1.511914408210845773e+00
9.797079082852356180e+00,4.796200673852325735e+00,3.500000000000000000e+01,9.501472771372754096e+02
8.829357586150081261e+00,8.519973789599152525e+00,2.000000000000000000e+02,6.971444909868686182e+02
7.609190943335736534e+00,9.853211177565135870e+00,1.400000000000000000e+02,4.481797245268192569e+02
7.444637116408367561e+00,5.592641697711254523e+00,9.500000000000000000e+01,4.200459263169645965e+02
1.323746857957005529e+00,2.511303114337501530e+00,8.500000000000000000e+01,3.642890588866178447e+00
9.424160612706488749e+00,6.158639653002150105e+00,2.650000000000000000e+02,8.464291284062813929e+02
9.522991533194264946e+00,9.798762355994046658e+00,2.750000000000000000e+02,8.731380266291839689e+02
4.664837514569470933e+00,3.412088090416869335e+00,5.500000000000000000e+01,1.061745977911480168e+02
3.802018665858653002e+00,8.936688117171673440e+00,7.000000000000000000e+01,5.876151476755077852e+01
8.791266971116973750e+00,8.090380049336161505e+00,5.500000000000000000e+01,6.882364186263024521e+02
5.945442979096449143e-01,9.722447884631526094e+00,1.600000000000000000e+02,8.047056998602327704e-01
6.428379250385729549e-01,7.319244803027077140e+00,1.400000000000000000e+02,9.084865624006688289e-01
9.151221029188267408e+00,2.852555355654331048e+00,2.600000000000000000e+02,7.755188994816763852e+02
2.030828163958688037e+00,1.024075104316022777e+00,2.800000000000000000e+02,1.040695402783863166e+01
6.958973054871528063e+00,1.261627658628654558e+00,2.650000000000000000e+02,3.439629077057798554e+02
6.543085429835356237e+00,4.338402976442983672e+00,1.550000000000000000e+02,2.866654094336037701e+02
5.826969591590098752e+00,3.991867433237985985e+00,2.650000000000000000e+02,2.036733914775843459e+02
4.667634654791392279e+00,6.635253148524822286e+00,8.500000000000000000e+01,1.063605117622788896e+02
5.277397696748581168e+00,5.742773151535267573e+00,1.750000000000000000e+02,1.522578057809690790e+02
5.676259960192453491e-01,9.743250312017874393e+00,2.500000000000000000e+01,7.505105269093897968e-01
1.023072360195410591e+00,5.748556943698393873e+00,1.700000000000000000e+02,2.093905945558479420e+00
8.310020391871935530e+00,9.030858646320160332e+00,1.550000000000000000e+02,5.821704356481843661e+02
7.828870559007709673e+00,6.825114056206531998e+00,2.600000000000000000e+02,4.876698546676483375e+02
4.905309954001322303e+00,2.158158977962036040e+00,2.900000000000000000e+02,1.229373417435456588e+02
4.582742489712668288e+00,9.171054636472318222e+00,9.500000000000000000e+01,1.008273400304977230e+02
5.146071470273016146e+00,6.872098185290985484e+00,9.500000000000000000e+01,1.414245965296818781e+02
1.632828652389667345e+00,2.312589772924237508e+00,5.000000000000000000e+01,5.987698414881001518e+00
8.888527294080851959e+00,4.905725612168957639e+00,5.000000000000000000e+01,7.111348959753179315e+02
1.460203905276522551e+00,4.540468406673977775e+00,7.000000000000000000e+01,4.573727869246503097e+00
5.697814865088526304e+00,6.193055227609099767e+00,1.000000000000000000e+02,1.906779206309670087e+02
7.619773965977406860e+00,9.001080708917861273e+00,1.750000000000000000e+02,4.500311292745187757e+02
7.885914374561650675e+00,7.923120902027794621e+00,1.000000000000000000e+02,4.982923637595468449e+02
8.990636528144738904e+00,4.488423271762338906e+00,2.300000000000000000e+02,7.357176971025021430e+02
4.904717541903885092e+00,9.393618941941140221e+00,2.800000000000000000e+02,1.228938494474845271e+02
6.170004720788183405e+00,1.124809632608220422e+00,4.000000000000000000e+01,2.410655006539252838e+02
9.345674811474248500e+00,2.640701509416654602e+00,1.900000000000000000e+02,8.256123595146264051e+02
8.252972941217374014e+00,8.556110182823069010e+00,1.600000000000000000e+02,5.703758546214191938e+02
1.387743541349089060e+00,9.775095455539494438e+00,3.500000000000000000e+01,4.060301360414293903e+00
9.467896647685975609e+00,5.337876546441378878e+00,1.100000000000000000e+02,8.581802727451399733e+02
8.603338949525555890e+00,3.626216400783165206e+00,2.150000000000000000e+02,6.454004270678511830e+02
2.860232457612132961e-01,3.864555752384733811e+00,2.300000000000000000e+02,3.094559015701611182e-01
3.245294064893475827e+00,9.552632429663129088e+00,6.500000000000000000e+01,3.742451492703864346e+01
1.526832079774038675e+00,8.424154055147425879e+00,2.650000000000000000e+02,5.086207461874002078e+00
9.237768586837267648e+00,5.662747872615955913e+00,1.600000000000000000e+02,7.975554009690467865e+02
8.766147033249505061e-01,8.883955218444345547e+00,3.500000000000000000e+01,1.550244177195458484e+00
5.234796046777389300e+00,1.962833483708834148e+00,4.000000000000000000e+01,1.486886394959350355e+02
7.197140728614574989e+00,9.403043664699138660e+00,1.700000000000000000e+02,3.800006435955731945e+02
3.313445277388915589e+00,7.061169764841013219e+00,1.550000000000000000e+02,3.969149242195211968e+01
9.953979264312046382e+00,5.480417697243283648e+00,2.150000000000000000e+02,9.962111911822345292e+02
5.012005023757705402e+00,6.594378805497366436e+00,8.500000000000000000e+01,1.309145374985704393e+02
6.844081019393932763e-01,3.985748546932876391e+00,2.350000000000000000e+02,1.004965969307824780e+00
4.605653938423164284e+00,4.652621231404263646e+00,3.500000000000000000e+01,1.023004553505889902e+02
5.299245973239952168e-01,9.129224050736098661e+00,4.000000000000000000e+01,6.787413522059636550e-01
2.565122439600624471e+00,8.983909374577656592e+00,2.600000000000000000e+02,1.944325152619362385e+01
5.875052767820627686e+00,1.049687321167915632e+00,9.500000000000000000e+01,2.086581125130001055e+02
8.060527292431659774e+00,5.866488921016743241e+00,2.050000000000000000e+02,5.317699093214180266e+02
9.127404687703146280e+00,9.597752905692441772e+00,1.100000000000000000e+02,7.695270748651836357e+02
1.732153249857784072e+00,1.621039479563723740e+00,1.550000000000000000e+02,6.928726292028150269e+00
3.676334435831329017e+00,9.799173653932260919e+00,1.550000000000000000e+02,5.336359297464787232e+01
6.776109039254983202e+00,4.639498682289101339e+00,2.350000000000000000e+02,3.179055702327568156e+02
6.528768165857435690e+00,7.549572144434975485e+00,2.650000000000000000e+02,2.848162946292732158e+02
4.115183779522103791e+00,9.996261570336898217e+00,1.400000000000000000e+02,7.380474114274447572e+01
7.769637297376066343e+00,8.406370439920134885e+00,2.000000000000000000e+02,4.768013815532433455e+02
2.268712140143989142e+00,8.282965465601895616e+00,5.000000000000000000e+01,1.394590171889621999e+01
2.912499797070849716e+00,3.713118512561140339e+00,1.000000000000000000e+02,2.761834113379624966e+01
4.834828975601168644e+00,2.531399431256864840e+00,7.000000000000000000e+01,1.178523432520961762e+02
5.095492499898456096e+00,1.874617532997848723e+00,6.500000000000000000e+01,1.373937074544263623e+02
8.359228550458700724e+00,6.123983018277483481e+00,3.500000000000000000e+01,5.924744238475611837e+02
4.179440770052043064e+00,6.121537821148994141e+00,2.900000000000000000e+02,7.718476610579237729e+01
5.555428462718303706e+00,7.890384562925227385e+00,7.000000000000000000e+01,1.770114278789949083e+02
1.593517967814470637e+00,9.617640668061749665e+00,1.850000000000000000e+02,5.639937232416708746e+00
5.142965772239419309e+00,4.813336062227950407e+00,1.900000000000000000e+02,1.411749250837445402e+02
3.492015451033582352e+00,7.599883574248090135e+00,2.150000000000000000e+02,4.607425131535891438e+01
1.184625616232487522e+00,1.937132478306009542e+00,2.750000000000000000e+02,2.846868723897025610e+00
8.256389679678825644e+00,9.553404791589095169e+00,1.100000000000000000e+02,5.710777184337194967e+02
8.808890096973659212e+00,2.943818992489284803e+00,1.400000000000000000e+02,6.923484763277325555e+02
6.318966106657040172e+00,3.864000030195934521e+00,1.400000000000000000e+02,2.586311262750719493e+02
1.293630878319201871e+00,2.065149759616768499e+00,6.500000000000000000e+01,3.457360436466792919e+00
6.273032586339526873e+00,5.971673222392536395e+00,8.000000000000000000e+01,2.531227639653103267e+02
2.919445207751329985e+00,3.260899281177925602e+00,5.500000000000000000e+01,2.780186600029185939e+01
8.784446593698824302e+00,2.170991511572379906e+00,1.750000000000000000e+02,6.866492123238595013e+02
2.971055233960293585e+00,7.261013217847689383e+00,3.500000000000000000e+01,2.919702184547369939e+01
8.317071873196047349e+00,4.410240651115783450e+00,7.000000000000000000e+01,5.836396734693535109e+02
7.357280566469460936e+00,8.404346463099827247e+00,1.100000000000000000e+02,4.056037688405733093e+02
9.089362026200639377e+00,7.555496687911770870e+00,5.500000000000000000e+01,7.600206519051495206e+02
2.616078684043713132e+00,8.304184311273303365e+00,1.900000000000000000e+02,2.052017553181603304e+01
4.390266012975363452e-01,9.412924387133417170e+00,2.150000000000000000e+02,5.236463609874352221e-01
1.171455210517238221e+00,2.467934880529045305e+00,5.000000000000000000e+01,2.780367850073572900e+00
4.374248174122874477e-01,6.937826506601134646e+00,2.500000000000000000e+02,5.211232887722941909e-01
