x,y,u,f
9.652668879916984634e-01,1.775458432281887600e+00,1.250000000000000000e+02,1.871810642907402178e+00
1.914912008811576749e-01,1.371929030435863783e+00,1.450000000000000000e+02,2.019250111978689866e-01
5.308850468786011634e-01,1.966662761262351733e+00,1.750000000000000000e+02,6.865734909413372389e-01
9.546149911307534319e-01,1.877858468274259174e+00,5.000000000000000000e+01,1.805443282382019010e+00
7.474028378463324351e-01,1.292207070650919665e+00,1.850000000000000000e+02,1.167086266514568926e+00
2.879753591868129403e-01,1.068332634121900604e+00,2.600000000000000000e+02,3.114563381547133525e-01
4.667927781976500823e-01,1.661448648083225121e+00,5.000000000000000000e+01,5.531140882264578007e-01
1.641038671046720632e-01,1.037805049470565510e+00,2.350000000000000000e+02,1.687718673153026927e-01
5.449398702406172967e-01,1.770509762936689491e+00,1.450000000000000000e+02,7.129289920456547414e-01
7.424160820997216526e-02,1.122604525806476516e+00,2.950000000000000000e+02,7.526952023039616690e-02
1.769430140152593589e-01,1.398159113864386072e+00,4.000000000000000000e+01,1.699318795848585029e-01
5.852448252726644151e-01,1.777266784436837721e+00,2.450000000000000000e+02,7.893959435753239440e-01
5.828203736626624831e-02,1.313579063312654061e+00,5.000000000000000000e+01,5.021136394069815323e-02
2.125616380228145808e-01,1.845262299444259124e+00,5.000000000000000000e+00,3.521679997846408616e-01
2.340453173663170627e-02,1.767794072838375419e+00,1.250000000000000000e+02,3.052917490010946533e-02
8.420291598707142500e-01,1.988905502257613644e+00,1.550000000000000000e+02,1.445986963257103186e+00
9.151193545149602926e-01,1.999034451119485523e+00,1.900000000000000000e+02,1.675753246003891750e+00
1.000878492736255732e-01,1.271914550287094769e+00,2.600000000000000000e+02,9.963218345745458726e-02
4.170097916822956829e-01,1.694172512191831625e+00,2.050000000000000000e+02,4.935702561358306095e-01
8.683139291140873350e-02,1.123446316964426650e+00,1.750000000000000000e+02,8.852978176424258772e-02
9.780073549905681229e-01,1.764641936618646101e+00,1.000000000000000000e+02,1.904651109507279338e+00
4.942530451006728054e-01,1.718192552630237513e+00,2.350000000000000000e+02,6.186193911794019007e-01
7.038078560395075733e-01,1.619120678089313037e+00,9.500000000000000000e+01,1.060301970163767482e+00
2.718193901479731833e-01,1.335000342992164857e+00,2.800000000000000000e+02,2.902751945304560821e-01
4.876220529833925621e-01,1.845893540727815196e+00,2.050000000000000000e+02,6.082680185501110337e-01
3.387848410534435306e-01,1.754930558252876249e+00,2.000000000000000000e+02,3.732485133982343939e-01
8.569325862110680481e-01,1.366128973219479681e+00,1.000000000000000000e+01,1.446484178207187554e+00
9.221819564925970436e-02,1.171785095196061999e+00,5.000000000000000000e+00,1.266431891072341553e-01
7.840209281698889976e-01,1.521403280194544738e+00,1.100000000000000000e+02,1.260013229829229253e+00
8.453308446628970962e-02,1.321373287645804862e+00,8.500000000000000000e+01,9.020593966043269352e-02
9.863327383412929805e-01,1.089939236404613432e+00,9.500000000000000000e+01,1.947294601374674139e+00
6.402506812458265140e-01,1.458468457345535985e+00,1.250000000000000000e+02,9.074136616146769585e-01
7.564956985976045711e-02,1.713600193353701506e+00,1.450000000000000000e+02,8.189404736845998234e-02
3.364643289654541958e-01,1.540262643261049780e+00,7.000000000000000000e+01,3.650724585453729576e-01
4.375875667181418072e-01,1.510907009071596807e+00,5.000000000000000000e+01,5.088666919622902851e-01
9.382177714703203719e-01,1.103012969572008561e+00,5.500000000000000000e+01,1.766800204872962521e+00
6.246164182578516355e-01,1.058606536710069435e+00,5.000000000000000000e+00,8.803937078052297416e-01
1.343066328373500040e-01,1.131946862643570917e+00,2.350000000000000000e+02,1.375598401705848683e-01
8.200652185404543326e-01,1.319442334414791418e+00,2.200000000000000000e+02,1.369581901991571815e+00
5.968656763706463586e-01,1.862527439012190200e+00,2.750000000000000000e+02,8.130652478658960680e-01
4.496418999447001630e-01,1.933989749677397896e+00,1.850000000000000000e+02,5.461482594237071497e-01
3.308288757407369385e-01,1.613699710836071777e+00,2.000000000000000000e+02,3.632763459668021389e-01
7.182066360009941031e-01,1.148567853864081112e+00,2.500000000000000000e+02,1.087799449208268099e+00
6.884953733682712684e-01,1.016963466667049287e+00,6.500000000000000000e+01,1.015256616706609494e+00
5.509492970489040520e-01,1.656712941855003063e+00,2.500000000000000000e+01,7.474043856032392963e-01
8.007144296375826586e-01,1.405089300134675590e+00,8.000000000000000000e+01,1.307526301350046216e+00
6.435150175648322035e-01,1.983834897251178564e+00,7.000000000000000000e+01,8.949639409459909656e-01
2.677952746407347151e-01,1.053275549093305230e+00,1.550000000000000000e+02,2.875245304810560842e-01
2.687170661048597919e-01,1.001079722406097217e+00,2.300000000000000000e+02,2.881134324288102677e-01
3.671597848235775841e-01,1.252479716516809560e+00,2.150000000000000000e+02,4.183025874714143000e-01
1.734387562473455047e-01,1.059768607491946124e+00,4.000000000000000000e+01,1.764820764938190567e-01
7.856428806853142932e-01,1.061427493082073736e+00,1.300000000000000000e+02,1.269852883264803722e+00
3.400616153867092040e-01,1.736499601276426663e+00,2.500000000000000000e+01,4.113262803721637884e-01
9.879835747021425973e-01,1.529343740600358048e+00,1.900000000000000000e+02,1.948853270166840179e+00
5.427567689065007084e-01,1.418595063278686341e+00,4.000000000000000000e+01,6.895503159059672704e-01
1.070485182157471238e-01,1.889585878667554342e+00,7.000000000000000000e+01,9.430564601909759148e-02
9.499763554753517525e-01,1.024495294114664112e+00,1.400000000000000000e+02,1.807017054269319134e+00
8.653455193132821854e-01,1.871473154228064928e+00,4.000000000000000000e+01,1.489866262003354702e+00
2.556851336897185689e-01,1.686861903807293839e+00,1.300000000000000000e+02,2.661199669229024622e-01
9.529032464239641786e-01,1.298243442262289937e+00,5.000000000000000000e+00,1.873551331821283084e+00
5.808267451873647680e-01,1.104661032252785002e+00,9.500000000000000000e+01,7.783991118413983168e-01
7.441105503600279336e-01,1.064936446103890155e+00,2.150000000000000000e+02,1.156585321887124485e+00
3.520692682152742892e-01,1.849659257655457356e+00,2.200000000000000000e+02,3.913101046724075660e-01
9.485160218509898211e-01,1.053889794558781956e+00,2.050000000000000000e+02,1.802282012250297161e+00
4.651884482413592981e-02,1.414291438597871320e+00,1.000000000000000000e+02,4.123730062314189676e-02
6.537589957852956157e-01,1.224220026981318821e+00,1.000000000000000000e+01,9.074179934667752079e-01
5.675595253173009169e-01,1.908851703928945653e+00,2.050000000000000000e+02,7.553427101045956382e-01
4.698172583888002851e-01,1.348001611150099643e+00,2.750000000000000000e+02,5.752319002474531873e-01
2.870113057632093234e-01,1.748535971277238588e+00,4.000000000000000000e+01,2.897287282379827356e-01
5.608844990593935265e-01,1.732732897931386296e+00,1.250000000000000000e+02,7.441957117227016028e-01
2.830804810872840083e-01,1.074546081382551144e+00,2.200000000000000000e+02,3.052507195956446484e-01
1.804375301542892052e-01,1.581576472052968585e+00,5.500000000000000000e+01,1.990008825685793958e-01
6.231578265161029639e-01,1.751517989636468320e+00,2.800000000000000000e+02,8.619883611784793231e-01
4.521551916338173438e-02,1.686122645539059217e+00,5.000000000000000000e+00,1.561713885712523453e-01
1.913687018692983299e-01,1.667104338941882480e+00,1.850000000000000000e+02,2.027152539705870671e-01
7.250660614659572012e-01,1.173237047346879836e+00,2.300000000000000000e+02,1.105154704275103761e+00
3.645427388509993039e-01,1.347702745724211226e+00,3.500000000000000000e+01,4.256518887167109466e-01
8.210482465200132918e-01,1.314318860803396216e+00,5.000000000000000000e+01,1.366247759547408291e+00
2.654620817618423834e-01,1.591605164239045855e+00,2.000000000000000000e+01,2.512953800126780379e-01
7.298685349003711798e-01,1.418194521161086019e+00,5.500000000000000000e+01,1.128346057913196310e+00
4.721065835444302472e-01,1.154434482541132123e+00,2.500000000000000000e+02,5.764266815054086557e-01
2.409495127647742763e-01,1.078283237587495780e+00,5.000000000000000000e+00,2.709322878369511689e-01
4.911041702028743350e-01,1.370067681134244708e+00,1.000000000000000000e+02,6.046613660647323085e-01
6.723958046486903095e-01,1.731051265685831009e+00,8.500000000000000000e+01,9.863776903166063814e-01
6.524590359766037073e-01,1.620494301041636387e+00,2.500000000000000000e+01,9.581505106577401509e-01
5.104054327128582091e-01,1.455436894997563346e+00,1.400000000000000000e+02,6.391813363823163341e-01
9.479980777947887294e-01,1.706881214526418056e+00,2.650000000000000000e+02,1.803145410012436889e+00
8.742395882372064886e-01,1.732267226458781284e+00,1.700000000000000000e+02,1.537347153454070803e+00
3.806823635235874193e-01,1.736998894054865072e+00,8.000000000000000000e+01,4.251985175036398501e-01
7.993054918655287944e-01,1.330738708748349985e+00,1.000000000000000000e+01,1.273592384221221119e+00
9.815848698557111396e-01,1.084614425883213329e+00,2.650000000000000000e+02,1.927833848755584389e+00
1.800491672693808054e-01,1.173085651007028218e+00,1.000000000000000000e+02,1.834072051088015687e-01
3.382160740017928768e-01,1.470616382088206553e+00,1.700000000000000000e+02,3.733462061410739996e-01
9.108274056527914109e-01,1.850306001073258821e+00,2.500000000000000000e+02,1.662577139302809037e+00
9.235003047195727843e-01,1.949463465679091900e+00,8.500000000000000000e+01,1.723252371402499428e+00
6.674603144992833359e-01,1.365949624608575608e+00,1.750000000000000000e+02,9.676122625420728873e-01
4.005649121459394779e-01,1.477912968923790871e+00,2.950000000000000000e+02,4.669262293914722139e-01
4.811359185525055926e-01,1.687032133348661755e+00,3.500000000000000000e+01,6.147104972444799031e-01
9.145734122847535286e-01,1.099901632598723422e+00,2.350000000000000000e+02,1.680201436116195213e+00
4.555656687608777844e-02,1.657853848159512644e+00,1.850000000000000000e+02,4.994213517442969152e-02
6.936499942837059951e-01,1.581586817539217593e+00,1.900000000000000000e+02,1.023609715703847289e+00
1.880681240541892674e-02,1.820019477540123276e+00,2.500000000000000000e+01,5.347146157990289445e-02
7.480173653084548624e-01,1.897176738696818799e+00,2.950000000000000000e+02,1.169981305871168997e+00
3.776595058927849635e-01,1.707142120645466665e+00,1.450000000000000000e+02,4.372946397594517642e-01
3.279071226782893644e-01,1.252253446323364106e+00,5.000000000000000000e+01,3.563454575678014491e-01
1.686741320941682609e-01,1.443291611172951239e+00,2.450000000000000000e+02,1.758325944362715276e-01
9.734045915054188036e-01,1.176468209164739154e+00,1.850000000000000000e+02,1.897100988282899081e+00
7.826917584850563436e-01,1.918331628099660957e+00,1.100000000000000000e+02,1.252957514989476939e+00
3.450250605319546970e-01,1.773771400817655941e+00,2.750000000000000000e+02,3.893845886702556602e-01
2.536545473040165977e-01,1.780225479790166876e+00,1.450000000000000000e+02,2.761979609741591069e-01
7.601342881534467466e-03,1.425386297944644109e+00,2.050000000000000000e+02,1.032040058335555871e-02
2.491779551323338726e-01,1.845122392103515807e+00,1.250000000000000000e+02,2.722955759898994521e-01
5.907345087347325441e-01,1.022162679097965654e+00,2.800000000000000000e+02,7.967580148573623067e-01
8.875637590747970096e-01,1.214294209851058959e+00,7.000000000000000000e+01,1.582497007243424347e+00
9.831098447947839158e-02,1.343261445766236184e+00,6.500000000000000000e+01,1.062191968304653372e-01
4.103158211436850333e-01,1.690415142775359314e+00,5.500000000000000000e+01,4.939270351110296442e-01
6.511800190535744770e-01,1.878955941570850108e+00,1.550000000000000000e+02,9.336768458248038138e-01
9.570485112790023674e-01,1.943931311157538921e+00,1.100000000000000000e+02,1.824245541638478629e+00
4.883841635083435717e-01,1.629778508792452563e+00,1.000000000000000000e+02,5.972888862942962174e-01
9.956663109529551026e-01,1.172359418792430663e+00,1.000000000000000000e+02,1.980252378081878151e+00
1.572038233906367655e-01,1.496356476266466506e+00,2.650000000000000000e+02,1.634867414049976653e-01
1.305968588141949160e-01,1.724717331214786764e+00,9.500000000000000000e+01,1.417216431103557328e-01
5.863869067538631796e-01,1.491285220787009536e+00,1.400000000000000000e+02,7.835523451035801834e-01
3.169510550219539757e-01,1.753980685881702861e+00,2.300000000000000000e+02,3.449449823613343624e-01
3.344587806960074294e-01,1.231126117547716170e+00,2.500000000000000000e+02,3.705616220464875155e-01
5.898089027380564175e-01,1.671149925003360348e+00,2.000000000000000000e+02,7.909524554637588079e-01
2.880869484796062530e-01,1.616507027998731694e+00,1.000000000000000000e+02,3.045391969152093647e-01
1.538898500044922901e-01,1.825541110080557861e+00,1.000000000000000000e+02,1.481887596482500402e-01
2.354226458087306240e-01,1.092592091226112894e+00,1.300000000000000000e+02,2.474069978788412394e-01
8.191126212524835193e-02,1.162079719828532642e+00,4.000000000000000000e+01,7.683569737759880780e-02
2.634992795050317138e-01,1.319650243747534812e+00,5.500000000000000000e+01,2.894717945846715379e-01
5.754343849751644147e-01,1.949245211667737898e+00,9.500000000000000000e+01,7.768699903357458858e-01
8.436712301438227257e-01,1.540276240032974586e+00,1.600000000000000000e+02,1.439949805391694371e+00
5.363639998458102909e-02,1.684933762876162255e+00,1.550000000000000000e+02,5.906278789076051250e-02
1.748119213589115484e-01,1.413577470373740930e+00,6.500000000000000000e+01,1.883151164476567774e-01
4.577847204902564249e-01,1.140599344758708389e+00,1.700000000000000000e+02,5.525074573874324546e-01
4.237785369941892144e-01,1.144824218122710846e+00,2.200000000000000000e+02,4.989167268101544206e-01
8.625789930706214692e-01,1.223218507073149830e+00,8.500000000000000000e+01,1.508039287492642044e+00
8.324715113871672401e-03,1.583036059003249951e+00,2.500000000000000000e+02,5.429966985017558451e-03
2.142803109704163322e-01,1.054330650667481439e+00,3.500000000000000000e+01,2.263646219000445825e-01
9.069306128788967580e-02,1.561199690420777886e+00,2.450000000000000000e+02,9.430352946118455981e-02
1.590216624197789974e-01,1.553360307112571448e+00,1.750000000000000000e+02,1.669920045019883115e-01
6.856554113462856037e-01,1.284951008959185570e+00,2.950000000000000000e+02,1.009339317031114902e+00
5.847602126556054047e-01,1.328530616013342103e+00,2.300000000000000000e+02,7.827711653417387394e-01
1.671774034624748939e-01,1.810589526566958929e+00,2.350000000000000000e+02,1.758279452388596398e-01
9.493861085247401466e-02,1.950036908252781531e+00,5.000000000000000000e+00,2.375161356600289930e-01
7.674498594744583180e-01,1.658655614137316103e+00,8.000000000000000000e+01,1.209700284372089651e+00
8.190043120635398521e-01,1.765740881384203043e+00,2.800000000000000000e+02,1.365163034604689241e+00
8.149424619594429764e-01,1.429068612545772998e+00,1.850000000000000000e+02,1.359201695039799151e+00
1.944500343431225797e-01,1.106667245313865511e+00,3.500000000000000000e+01,2.061039044313176527e-01
8.371655079513347086e-01,1.899034445738477572e+00,2.300000000000000000e+02,1.419499428732050372e+00
4.790952615941520554e-01,1.319701365035990115e+00,1.400000000000000000e+02,5.859648070363207006e-01
2.889620571300547391e-01,1.889018731710648602e+00,2.000000000000000000e+02,3.080910242020888923e-01
7.639116999067497860e-01,1.440246189345391503e+00,9.500000000000000000e+01,1.215655913523695952e+00
4.992823695168064901e-01,1.922290713677340612e+00,1.450000000000000000e+02,6.307964814370500273e-01
8.281207333323327147e-01,1.897503045093719365e+00,1.100000000000000000e+02,1.386970869234276371e+00
9.608915774391819653e-01,1.424146590280884528e+00,8.500000000000000000e+01,1.854526083759628685e+00
8.673308406591371256e-01,1.347787639636284229e+00,8.000000000000000000e+01,1.514033726595972240e+00
8.106560627665595486e-01,1.751044355391116136e+00,1.250000000000000000e+02,1.350382423204316673e+00
8.640543251978831663e-01,1.066862198983925314e+00,2.600000000000000000e+02,1.508756126164988665e+00
7.412076009090929896e-01,1.277336931496714678e+00,1.750000000000000000e+02,1.150613477366187354e+00
6.779040358848371639e-01,1.426592808267819201e+00,1.300000000000000000e+02,9.851698450297794452e-01
6.706533371857725800e-01,1.331012011799429073e+00,1.550000000000000000e+02,9.751864855750073113e-01
1.223202659181338303e-01,1.420573860451745940e+00,2.300000000000000000e+02,1.217473087678144633e-01
7.280677486783323493e-01,1.545949195527657416e+00,2.300000000000000000e+02,1.111021722255446376e+00
5.143483478492483219e-02,1.748352795716399566e+00,1.750000000000000000e+02,5.658024540216094467e-02
1.848705240703422126e-01,1.931876828632289822e+00,2.500000000000000000e+02,1.870382801270870365e-01
2.479319811155454856e-01,1.490277588857124691e+00,1.150000000000000000e+02,2.685764125276995928e-01
5.492955231852532094e-01,1.058668643138538812e+00,1.600000000000000000e+02,7.144736437097883863e-01
8.077473628701128394e-01,1.608614600015088048e+00,2.650000000000000000e+02,1.337595153416442972e+00
4.125789950737160927e-01,1.593656971481569151e+00,1.150000000000000000e+02,4.891212224945117315e-01
9.453825722855146996e-02,1.548848972201846141e+00,2.950000000000000000e+02,9.772376957653930440e-02
5.511386498181151117e-01,1.171606674435741180e+00,1.300000000000000000e+02,7.166467508536936704e-01
8.587444540321611530e-01,1.721801403918922890e+00,1.100000000000000000e+02,1.484331585598347436e+00
8.644194306067665146e-03,1.658760940153526597e+00,2.500000000000000000e+02,5.454991282999958717e-03
4.639408796205047869e-01,1.472685477849886571e+00,1.750000000000000000e+02,5.672708547969649295e-01
7.901311833461435175e-01,1.364662365073509243e+00,2.900000000000000000e+02,1.281724132959583873e+00
7.781017168040631482e-01,1.397334479452705391e+00,1.450000000000000000e+02,1.252807423334619807e+00
4.188618910446200161e-01,1.191561448502393983e+00,5.000000000000000000e+00,5.295415352155627975e-01
7.892396404445444213e-01,1.384866553700939029e+00,2.450000000000000000e+02,1.282950185044864133e+00
4.590935317911272184e-01,1.243826086793348384e+00,1.850000000000000000e+02,5.577073117231342581e-01
4.115546778957270835e-01,1.598741432450275113e+00,1.400000000000000000e+02,4.760221060534084447e-01
5.926781439397295070e-01,1.565408176364235349e+00,2.050000000000000000e+02,8.043039813392347526e-01
3.517701567813192876e-01,1.875275883036191082e+00,5.000000000000000000e+00,5.287251069052433250e-01
6.959778847354332054e-01,1.430794987882340052e+00,2.650000000000000000e+02,1.035230651433153293e+00
7.773783690071166541e-01,1.228797406831872330e+00,1.000000000000000000e+01,1.220928117944596769e+00
7.220412726861834551e-01,1.861109085303208399e+00,2.300000000000000000e+02,1.094220710099259364e+00
9.803656959516994229e-01,1.679416414835970706e+00,1.100000000000000000e+02,1.915277216702321983e+00
6.431008938292549493e-01,1.191871319388367656e+00,1.250000000000000000e+02,9.112647919977707733e-01
2.911527933115906075e-01,1.093902868221430680e+00,4.000000000000000000e+01,3.124727511697313331e-01
9.518983056000840381e-01,1.823148219060253039e+00,5.000000000000000000e+01,1.796216986695421403e+00
8.156345710875277932e-01,1.571303288221066907e+00,3.500000000000000000e+01,1.377422885480289239e+00
7.559859011597928058e-01,1.795000713347146615e+00,8.500000000000000000e+01,1.198683686966382833e+00
8.463446885982645052e-01,1.349837095794161446e+00,7.000000000000000000e+01,1.445995454926806589e+00
6.309999915979140894e-01,1.997469248563387811e+00,2.200000000000000000e+02,8.772905261909436092e-01
9.256154390198252369e-01,1.305453811955749277e+00,2.150000000000000000e+02,1.720599846962501900e+00
7.047223927695637213e-01,1.801662104980885193e+00,7.000000000000000000e+01,1.041787654749576353e+00
1.130782624919746127e-01,1.522474535018330855e+00,2.200000000000000000e+02,1.115174759534876270e-01
2.945927390804859991e-01,1.072746860108458877e+00,2.000000000000000000e+01,3.151917081136000887e-01
2.014366983253390586e-02,1.967522208867593436e+00,2.500000000000000000e+02,1.588601833410090841e-02
1.140715822528547418e-01,1.475269400412664966e+00,1.100000000000000000e+02,1.100549494017132451e-01
2.243086707349954967e-01,1.221353305652843391e+00,2.750000000000000000e+02,2.367414528145597441e-01
5.423707043429271124e-01,1.848158543022669242e+00,2.500000000000000000e+01,7.374636551567607112e-01
9.366199328775257626e-01,1.994577834201781030e+00,3.500000000000000000e+01,1.787579092254867552e+00
5.515638836142862100e-01,1.544282464474883820e+00,2.900000000000000000e+02,7.169976251193942440e-01
9.051107952886175978e-01,1.602304189904177445e+00,2.800000000000000000e+02,1.643944670447824219e+00
2.316843014979896864e-01,1.680765522251025379e+00,1.000000000000000000e+01,1.780076807931036953e-01
6.654889120656393153e-01,1.482742054162471845e+00,2.050000000000000000e+02,9.632388480244725715e-01
6.288605127761870417e-02,1.765479460796663735e+00,2.950000000000000000e+02,6.617565887496879018e-02
7.771250625620030883e-01,1.390245278005507235e+00,5.500000000000000000e+01,1.255568765618430005e+00
6.403945280190445066e-01,1.379978323545002938e+00,1.700000000000000000e+02,9.000521052223138252e-01
5.988826335660203393e-01,1.154361947006063094e+00,4.000000000000000000e+01,8.083025151975896661e-01
5.451932734096687216e-01,1.479985794040891811e+00,1.750000000000000000e+02,7.107593303695248776e-01
7.272470621998483598e-02,1.091840307877223193e+00,2.000000000000000000e+01,6.689418759199962372e-02
7.737571414812736137e-01,1.961410778415546563e+00,1.600000000000000000e+02,1.230407663799368168e+00
3.268928165079639792e-01,1.323082020175392337e+00,8.000000000000000000e+01,3.564233022271605655e-01
7.579416973618410269e-01,1.143207880964354439e+00,2.650000000000000000e+02,1.194157021027219212e+00
5.568383774045893020e-01,1.988865690554242782e+00,2.800000000000000000e+02,7.256230813190694962e-01
7.634132024441594444e-01,1.502303307838136259e+00,2.950000000000000000e+02,1.210507545066492163e+00
2.945120870103671296e-01,1.530968035496062196e+00,1.000000000000000000e+02,3.134442050161695970e-01
9.772326198585494783e-01,1.147331919689135393e+00,2.650000000000000000e+02,1.911291462952746656e+00
3.932774638656204580e-01,1.457247023131941654e+00,2.050000000000000000e+02,4.569927492910454969e-01
3.549793697570402529e-01,1.287481813319603319e+00,1.850000000000000000e+02,4.018553297260262780e-01
8.020734445637066612e-01,1.714543951640955299e+00,1.700000000000000000e+02,1.313090412274049879e+00
2.413390606537286764e-01,1.048609330314333787e+00,2.200000000000000000e+02,2.550562262839485839e-01
9.450905082420576475e-01,1.390202768915925757e+00,1.900000000000000000e+02,1.786517814862211839e+00
9.085573838421158177e-01,1.874576738116687569e+00,1.150000000000000000e+02,1.667061681143456875e+00
9.409345417403056633e-01,1.991293105708801248e+00,1.450000000000000000e+02,1.781430384622914698e+00
5.960738207502294106e-01,1.857034623868135004e+00,8.000000000000000000e+01,7.959201577622980750e-01
4.193073236143670668e-01,1.739895377976995672e+00,9.500000000000000000e+01,5.020697720805582520e-01
6.116515080462614495e-02,1.436605070786222349e+00,1.400000000000000000e+02,5.734772852438720092e-02
6.438231887234748818e-01,1.617989454540063932e+00,2.450000000000000000e+02,9.137875000834009276e-01
2.881328146196571183e-01,1.862806581513000159e+00,2.500000000000000000e+01,3.480565816025479320e-01
3.341755358057169056e-01,1.234190280121037375e+00,2.050000000000000000e+02,3.731079255813699036e-01
3.739766481013989674e-01,1.274224244038813403e+00,2.500000000000000000e+02,4.247529797351767833e-01
7.620654948954950214e-01,1.095064630396639593e+00,2.000000000000000000e+02,1.203916572253486361e+00
5.080115745035335140e-01,1.179457153500396371e+00,1.250000000000000000e+02,6.411773775286524479e-01
6.237236177053973041e-02,1.199647831898712269e+00,6.500000000000000000e+01,6.690695967217930029e-02
5.850715882515711286e-01,1.008091546904689828e+00,9.500000000000000000e+01,7.854782716462879177e-01
3.302679946237221387e-01,1.861579837518091640e+00,1.400000000000000000e+02,3.593520623654695711e-01
3.586055745128235994e-01,1.578724575804496988e+00,9.500000000000000000e+01,4.121751498038984107e-01
4.896032062999693402e-01,1.508289003426696251e+00,4.000000000000000000e+01,5.915763105521858467e-01
6.553766816012295271e-01,1.952801220320208309e+00,2.050000000000000000e+02,9.420064932519262024e-01
1.517622595281138409e-01,1.835926347680715054e+00,2.950000000000000000e+02,1.585078487848965711e-01
4.768138674555393308e-01,1.706038851228577791e+00,2.050000000000000000e+02,5.893153775482489198e-01
6.269140550843409487e-01,1.897739134799770522e+00,2.800000000000000000e+02,8.696952189404344447e-01
